Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,MSRP,Avg. MPG
Chevrolet,Corvette,2016,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,59855,23.0
Chevrolet,Corvette,2016,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,64400,23.0
Chevrolet,Corvette,2016,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,74145,23.0
Chevrolet,Corvette,2016,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,63855,23.0
Chevrolet,Corvette,2016,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,86965,18.5
Chevrolet,Corvette,2016,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,59400,23.0
Chevrolet,Corvette,2016,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,92345,18.5
Chevrolet,Corvette,2016,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,60400,23.0
Chevrolet,Corvette,2016,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,64855,23.0
Chevrolet,Corvette,2016,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,69145,23.0
Chevrolet,Corvette,2016,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,55400,23.0
Chevrolet,Corvette,2017,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,87015,18.5
Chevrolet,Corvette,2017,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,59905,20.5
Chevrolet,Corvette,2017,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,74195,20.5
Chevrolet,Corvette,2017,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,65195,20.5
Chevrolet,Corvette,2017,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,88395,18.5
Chevrolet,Corvette,2017,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,59450,20.5
Chevrolet,Corvette,2017,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,55450,20.5
Chevrolet,Corvette,2017,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,70195,20.5
Chevrolet,Corvette,2017,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,68905,20.5
Chevrolet,Corvette,2017,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,65450,20.5
Chevrolet,Corvette,2017,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,79450,18.5
Chevrolet,Corvette,2017,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,69905,20.5
Chevrolet,Corvette,2017,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,69195,20.5
Chevrolet,Corvette,2017,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,63905,20.5
Chevrolet,Corvette,2017,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,69450,20.5
Chevrolet,Corvette,2017,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,60450,20.5
Chevrolet,Corvette,2017,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,79195,20.5
Chevrolet,Corvette,2017,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,92395,18.5
Chevrolet,Corvette,2017,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,83450,18.5
Chevrolet,Corvette,2017,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,83015,18.5
Chevrolet,Corvette,2017,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,73905,20.5
Chevrolet,Corvette,2017,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,64450,20.5
Chevrolet,Corvette,2017,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,64905,20.5
Chevrolet,Corvette,2017,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,75195,20.5
Audi,Coupe,1990,regular unleaded,164.0,5.0,MANUAL,all wheel drive,2.0,Compact,2dr Hatchback,2000,19.0
Audi,Coupe,1991,regular unleaded,164.0,5.0,MANUAL,all wheel drive,2.0,Compact,2dr Hatchback,2000,18.5
Maserati,Coupe,2004,premium unleaded (required),390.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,81013,12.5
Maserati,Coupe,2004,premium unleaded (required),390.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,85174,13.0
Maserati,Coupe,2005,premium unleaded (required),385.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,86877,13.5
Maserati,Coupe,2005,premium unleaded (required),385.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,82633,12.5
Maserati,Coupe,2006,premium unleaded (required),390.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,87577,14.5
Maserati,Coupe,2006,premium unleaded (required),390.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,79900,14.5
Volvo,Coupe,1991,regular unleaded,188.0,4.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,2000,18.5
Honda,CR-V,2014,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,26470,26.0
Honda,CR-V,2014,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,23120,27.0
Honda,CR-V,2014,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,30620,26.0
Honda,CR-V,2014,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,29370,27.0
Honda,CR-V,2014,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,24370,26.0
Honda,CR-V,2014,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,29120,26.0
Honda,CR-V,2014,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,29820,26.0
Honda,CR-V,2014,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,28570,27.0
Honda,CR-V,2014,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,25220,27.0
Honda,CR-V,2014,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,27870,27.0
Honda,CR-V,2015,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,32895,29.5
Honda,CR-V,2015,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,23445,30.5
Honda,CR-V,2015,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,30895,29.5
Honda,CR-V,2015,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,25545,30.5
Honda,CR-V,2015,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,29395,29.5
Honda,CR-V,2015,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,24695,29.5
Honda,CR-V,2015,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,26795,29.5
Honda,CR-V,2015,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,28145,30.5
Honda,CR-V,2015,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,31645,30.5
Honda,CR-V,2015,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,29645,30.5
Honda,CR-V,2016,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,27295,28.0
Honda,CR-V,2016,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,31245,28.0
Honda,CR-V,2016,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,32095,29.5
Honda,CR-V,2016,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,25845,28.0
Honda,CR-V,2016,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,28445,29.5
Honda,CR-V,2016,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,29945,29.5
Honda,CR-V,2016,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,25045,28.0
Honda,CR-V,2016,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,24545,29.5
Honda,CR-V,2016,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,25995,29.5
Honda,CR-V,2016,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,33395,28.0
Honda,CR-V,2016,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,23745,29.5
Honda,CR-V,2016,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,29745,28.0
Honda,CR-Z,2014,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,20645,37.5
Honda,CR-Z,2014,regular unleaded,130.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,19995,34.5
Honda,CR-Z,2014,regular unleaded,130.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,23340,34.5
Honda,CR-Z,2014,regular unleaded,130.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,21840,34.5
Honda,CR-Z,2014,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,22490,37.5
Honda,CR-Z,2014,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,23990,37.5
Honda,CR-Z,2015,regular unleaded,130.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,21990,34.5
Honda,CR-Z,2015,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,24140,37.5
Honda,CR-Z,2015,regular unleaded,130.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,23490,34.5
Honda,CR-Z,2015,regular unleaded,130.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,20145,34.5
Honda,CR-Z,2015,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,20795,37.5
Honda,CR-Z,2015,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,22640,37.5
Honda,CR-Z,2016,regular unleaded,130.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,22140,34.5
Honda,CR-Z,2016,regular unleaded,130.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,24440,34.5
Honda,CR-Z,2016,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,22790,37.5
Honda,CR-Z,2016,regular unleaded,130.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,20295,34.5
Honda,CR-Z,2016,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,25090,37.5
Honda,CR-Z,2016,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,20945,37.5
Toyota,Cressida,1990,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,2000,19.5
Toyota,Cressida,1991,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,2000,19.5
Toyota,Cressida,1992,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,2000,19.5
Chrysler,Crossfire,2006,premium unleaded (required),215.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,29145,19.0
Chrysler,Crossfire,2006,premium unleaded (required),215.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,38545,19.0
Chrysler,Crossfire,2006,premium unleaded (required),330.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,49470,18.5
Chrysler,Crossfire,2006,premium unleaded (required),215.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,34195,19.0
Chrysler,Crossfire,2006,premium unleaded (required),330.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,45170,18.5
Chrysler,Crossfire,2006,premium unleaded (required),215.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,34185,19.0
Chrysler,Crossfire,2007,premium unleaded (required),215.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,38955,19.0
Chrysler,Crossfire,2007,premium unleaded (required),215.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,34595,19.0
Chrysler,Crossfire,2007,premium unleaded (required),215.0,6.0,MANUAL,rear wheel drive,2.0,Compact,2dr Hatchback,29510,19.0
Chrysler,Crossfire,2007,premium unleaded (required),215.0,6.0,MANUAL,rear wheel drive,2.0,Compact,2dr Hatchback,34560,19.0
Chrysler,Crossfire,2008,premium unleaded (required),215.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,39130,19.0
Chrysler,Crossfire,2008,premium unleaded (required),215.0,6.0,MANUAL,rear wheel drive,2.0,Compact,2dr Hatchback,34735,19.0
Honda,Crosstour,2013,regular unleaded,278.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr Hatchback,33540,25.0
Honda,Crosstour,2013,regular unleaded,278.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr Hatchback,37090,23.5
Honda,Crosstour,2013,regular unleaded,278.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr Hatchback,30890,25.0
Honda,Crosstour,2013,regular unleaded,192.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr Hatchback,33015,26.5
Honda,Crosstour,2013,regular unleaded,278.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr Hatchback,35640,25.0
Honda,Crosstour,2013,regular unleaded,192.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr Hatchback,27230,26.5
Honda,Crosstour,2013,regular unleaded,278.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr Hatchback,34990,23.5
Honda,Crosstour,2013,regular unleaded,192.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr Hatchback,30915,26.5
Honda,Crosstour,2014,regular unleaded,278.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr Hatchback,33690,25.0
Honda,Crosstour,2014,regular unleaded,192.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr Hatchback,33165,26.5
Honda,Crosstour,2014,regular unleaded,192.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr Hatchback,31065,26.5
Honda,Crosstour,2014,regular unleaded,192.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr Hatchback,27380,26.5
Honda,Crosstour,2014,regular unleaded,278.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr Hatchback,35790,25.0
Honda,Crosstour,2014,regular unleaded,278.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr Hatchback,35140,23.5
Honda,Crosstour,2014,regular unleaded,278.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr Hatchback,37240,23.5
Honda,Crosstour,2014,regular unleaded,278.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr Hatchback,31040,25.0
Honda,Crosstour,2015,regular unleaded,192.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr Hatchback,33315,26.5
Honda,Crosstour,2015,regular unleaded,278.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr Hatchback,37390,23.5
Honda,Crosstour,2015,regular unleaded,278.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr Hatchback,35940,25.0
Honda,Crosstour,2015,regular unleaded,278.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr Hatchback,31190,25.0
Honda,Crosstour,2015,regular unleaded,192.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr Hatchback,31215,26.5
Honda,Crosstour,2015,regular unleaded,278.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr Hatchback,35290,23.5
Honda,Crosstour,2015,regular unleaded,192.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr Hatchback,27530,26.5
Honda,Crosstour,2015,regular unleaded,278.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr Hatchback,33840,25.0
Subaru,Crosstrek,2016,regular unleaded,160.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,26395,32.0
Subaru,Crosstrek,2016,regular unleaded,148.0,4.0,MANUAL,all wheel drive,4.0,Compact,4dr SUV,22395,27.0
Subaru,Crosstrek,2016,regular unleaded,148.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,25095,30.0
Subaru,Crosstrek,2016,regular unleaded,148.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,23395,30.0
Subaru,Crosstrek,2016,regular unleaded,148.0,4.0,MANUAL,all wheel drive,4.0,Compact,4dr SUV,21595,27.0
Subaru,Crosstrek,2016,regular unleaded,160.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,29995,32.0
Subaru,Crosstrek,2017,regular unleaded,148.0,4.0,MANUAL,all wheel drive,4.0,Compact,4dr SUV,22495,26.5
Subaru,Crosstrek,2017,regular unleaded,148.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,23495,29.5
Subaru,Crosstrek,2017,regular unleaded,148.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,25195,29.5
Subaru,Crosstrek,2017,regular unleaded,148.0,4.0,MANUAL,all wheel drive,4.0,Compact,4dr SUV,21695,26.5
Ford,Crown Victoria,2009,flex-fuel (unleaded/E85),224.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,29205,20.0
Ford,Crown Victoria,2010,flex-fuel (unleaded/E85),224.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,29905,20.0
Ford,Crown Victoria,2011,flex-fuel (unleaded/E85),239.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,29905,20.0
Chevrolet,Cruze Limited,2016,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,20195,35.0
Chevrolet,Cruze Limited,2016,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,17845,30.5
Chevrolet,Cruze Limited,2016,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,24370,32.0
Chevrolet,Cruze Limited,2016,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,23370,32.0
Chevrolet,Cruze Limited,2016,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,19165,32.0
Chevrolet,Cruze Limited,2016,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,21470,32.5
Chevrolet,Cruze Limited,2016,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,16120,30.5
Chevrolet,Cruze Limited,2016,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,20195,32.0
Chevrolet,Cruze Limited,2016,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,18970,28.5
Chevrolet,Cruze,2015,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,16170,30.5
Chevrolet,Cruze,2015,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,23270,32.0
Chevrolet,Cruze,2015,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,20095,35.0
Chevrolet,Cruze,2015,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,17745,30.5
Chevrolet,Cruze,2015,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,20095,32.0
Chevrolet,Cruze,2015,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,24270,32.0
Chevrolet,Cruze,2015,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,18870,28.5
Chevrolet,Cruze,2015,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,19065,32.0
Chevrolet,Cruze,2015,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,21370,32.5
Chevrolet,Cruze,2015,diesel,148.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,25660,36.5
Chevrolet,Cruze,2016,regular unleaded,153.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,19120,36.0
Chevrolet,Cruze,2016,regular unleaded,153.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,18120,35.0
Chevrolet,Cruze,2016,regular unleaded,153.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,16620,35.0
Chevrolet,Cruze,2016,regular unleaded,153.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,21120,36.0
Chevrolet,Cruze,2016,regular unleaded,153.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,19820,35.0
Chevrolet,Cruze,2016,regular unleaded,153.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,23120,36.0
Chevrolet,Cruze,2017,regular unleaded,153.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,21920,33.5
Chevrolet,Cruze,2017,regular unleaded,153.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,21240,32.5
Chevrolet,Cruze,2017,regular unleaded,153.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,21450,35.0
Chevrolet,Cruze,2017,regular unleaded,153.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,16975,33.5
Chevrolet,Cruze,2017,regular unleaded,153.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,18525,33.5
Chevrolet,Cruze,2017,regular unleaded,153.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,23475,34.0
Chevrolet,Cruze,2017,regular unleaded,153.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,20150,33.5
Chevrolet,Cruze,2017,regular unleaded,153.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,19525,35.0
Chevrolet,Cruze,2017,regular unleaded,153.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,23945,32.5
Cadillac,CT6,2016,premium unleaded (recommended),265.0,4.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,58395,26.5
Cadillac,CT6,2016,premium unleaded (required),404.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,67570,22.0
Cadillac,CT6,2016,regular unleaded,335.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,60395,22.5
Cadillac,CT6,2016,regular unleaded,335.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,55495,22.5
Cadillac,CT6,2016,regular unleaded,335.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,63570,22.5
Cadillac,CT6,2016,premium unleaded (recommended),265.0,4.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,53495,26.5
Cadillac,CT6,2016,premium unleaded (required),404.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,87465,22.0
Cadillac,CT6,2016,regular unleaded,335.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,83465,22.5
Cadillac,CT6,2016,premium unleaded (required),404.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,64395,22.0
Cadillac,CT6,2017,premium unleaded (required),404.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,64395,22.0
Cadillac,CT6,2017,regular unleaded,335.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,63595,22.5
Cadillac,CT6,2017,premium unleaded (required),404.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,87495,22.0
Cadillac,CT6,2017,premium unleaded (recommended),265.0,4.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,53495,26.0
Cadillac,CT6,2017,regular unleaded,335.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,60395,22.5
Cadillac,CT6,2017,premium unleaded (recommended),265.0,4.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,58395,26.0
Cadillac,CT6,2017,premium unleaded (required),404.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,67595,22.0
Cadillac,CT6,2017,regular unleaded,335.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,83495,22.5
